word,sense,pos,ipa,lemma,syllabification,etymology,definitions,url,sinonimos,traducoes,rimas,vizinhas,parecidas,relacionadas,pesquisa
acerto,adjust,VERB,ɐˈsɛɾtu,acertar,a.cer.to,Derivação regressiva de acertar,"descobrir; atingir (objeto, alvo); ajustar | endireitar; fazer ficar certo (relógio, instrumento de precisão); ser bem-sucedido em; atinar com; sair-se bem de alguma tentativa; adivinhar; dar no alvo; apanhar | prender",https://www.infopedia.pt/dicionarios/lingua-portuguesa/acerto,acaso | ajustamento | ajuste,,café-concerto | certo | concerto,,aberto | aceito | acento,,acertadamente | acertado | acertamento
acerto,settlement,NOUN,ɐˈseɾtu,,a.cer.to,Derivação regressiva de acertar,ato ou efeito de acertar; ajuste; prudência; sorte,https://www.infopedia.pt/dicionarios/lingua-portuguesa/acerto,acaso | ajustamento | ajuste,,café-concerto | certo | concerto,,aberto | aceito | acento,,acertadamente | acertado | acertamento
acordo,agreement,NOUN,ɐˈkoɾdu,,a.cor.do,Derivação regressiva de acordar,ato ou efeito de acordar; consonância; concordância; convenção; encontro ou convergência das manifestações das vontades das partes num contrato; forma de pôr termo a um litígio judicial mediante a aceitação recíproca de uma solução para o mesmo; perfeito uso dos sentidos; tino,https://www.infopedia.pt/dicionarios/lingua-portuguesa/acordo,ajustamento | ajuste | anuência,,cordo | decacordo | descordo,acordeonista | açor-de-peito-raiado | açor-de-peito-ruivo,abordo | acorde | acorro,,acordante | acordo-tipo | ajustado
acordo,wake,VERB,ɐˈkɔɾdu,acordar,a.cor.do,Derivação regressiva de acordar,"suscitar (emoção, reação); pôr em acorde (vozes, instrumentos); concertar | ajustar; lavrar por acórdão (sentença); conceder | outorgar; resolver (-se) | decidir (-se); lembrar (-se) | recordar (-se)",https://www.infopedia.pt/dicionarios/lingua-portuguesa/acordo,ajustamento | ajuste | anuência,,cordo | decacordo | descordo,acordeonista | açor-de-peito-raiado | açor-de-peito-ruivo,abordo | acorde | acorro,,acordante | acordo-tipo | ajustado
cerro,hill,NOUN,ˈseʁu,,cer.ro,"Do latim cirru-, «penacho»",pequena elevação de terreno; carne do lombo do porco junto ao couro,https://www.infopedia.pt/dicionarios/lingua-portuguesa/cerro,cômoro | mamelão | montículo,,,,berro | carro | cedro,,cerro-do-gato | cerrote | colibri-do-cerro-de-arcos
cerro,shut,VERB,ˈsɛʁu,cerrar,cer.ro,"Do latim cirru-, «penacho»",fechar; vedar; unir fortemente; terminar; ocultar; pelejar com; fechar-se; unir-se; cobrir-se de nuvens; cicatrizar; concluir-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/cerro,cômoro | mamelão | montículo,,,,berro | carro | cedro,,cerro-do-gato | cerrote | colibri-do-cerro-de-arcos
choro,weep,VERB,ˈʃɔɾu,chorar,cho.ro,Derivação regressiva de chorar,verter lágrimas por; deplorar; sentir remorsos de; destilar; verter lágrimas; afligir-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/choro,berreiro | carpido | chorinco,,,,charo | choco | cholo,,ai-ai | berreiro | cabo de choro
choro,weeping,NOUN,ˈʃoɾu,,cho.ro,Derivação regressiva de chorar,"ato de chorar, de verter lágrimas em reação a dor ou a emoção forte e que pode ser acompanhado de soluços, gritos, lamentos, etc.; lamentação; gemido, uivo ou som lastimoso feito por alguns animais; som plangente ou melancólico de certos instrumentos musicais; saída da seiva bruta pelas superfícies cortadas nas plantas; género de música popular brasileira, de carácter melodioso e sentimental, executado por um conjunto instrumental composto por bandolim, violão, cavaquinho, pandeiro e outros instrumentos, habitual em bailes familiares e festas populares; cerimónia fúnebre em que se homenageia um morto, geralmente acompanhada por música e cânticos",https://www.infopedia.pt/dicionarios/lingua-portuguesa/choro,berreiro | carpido | chorinco,,,,charo | choco | cholo,,ai-ai | berreiro | cabo de choro
colher,harvest,VERB,kuˈʎeɾ,colher,co.lher,"Do latim cochleāre-, «colher», pelo francês cuillère, «idem»","tirar da planta (frutos, flores ou folhas); receber; atropelar; atingir; tomar; surpreender; coligir; inferir",https://www.infopedia.pt/dicionarios/lingua-portuguesa/colher,,,,colhedor | colheira | colheita,,,acolherar | aduchar | apanhadiço
colher,spoon,NOUN,kuˈʎɛɾ,,co.lher,"Do latim cochleāre-, «colher», pelo francês cuillère, «idem»","utensílio de uso doméstico, constituído por um cabo e uma parte arredondada e côncava, que serve para tirar ou levar à boca substâncias líquidas ou pouco consistentes, ou para mexer, misturar ou servir certas iguarias; conteúdo daquele utensílio de uso doméstico; utensílio com cabo e rede em concha, usado para pescar; designação extensiva a diversos utensílios com formato semelhante; pequeno pássaro de cauda comprida, mais longa que o corpo ligeiro e arredondado, apresenta plumagem preta ou acinzentada, com lista escura do bico à nuca, sendo também conhecido por foguete, rabilongo, rabo-de-foguete, etc.; antigo imposto sobre géneros",https://www.infopedia.pt/dicionarios/lingua-portuguesa/colher,,,,colhedor | colheira | colheita,,,acolherar | aduchar | apanhadiço
começo,begin,VERB,kuˈmɛsu,começar,co.me.ço,Derivação regressiva de começar,"dar início a um processo, atividade, projeto, etc.; estar no princípio de; ter começo; originar-se",https://www.infopedia.pt/dicionarios/lingua-portuguesa/come%C3%A7o,base | causa | exórdio,,,comeback | começado | começador,,,alefe | algazarra | -e(s)cer
começo,beginning,NOUN,kuˈmesu,,co.me.ço,Derivação regressiva de começar,facto de começar; primeiro instante de existência ou execução de uma coisa; o que está no princípio; origem; causa; entrada; princípio; primeiras tentativas ou experiências; ensaio,https://www.infopedia.pt/dicionarios/lingua-portuguesa/come%C3%A7o,base | causa | exórdio,,,comeback | começado | começador,,,alefe | algazarra | -e(s)cer
conserto,mend,VERB,kõˈsɛɾtu,consertar,con.ser.to,"Do latim consertu-, particípio passado de conserĕre, «juntar; ligar»",pôr em bom estado (o que estava estragado ou avariado); compor (uma peça de roupa); corrigir; remediar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/conserto,arranjo | correção | emenda,,asserto | desconserto | deserto,consertado | consertador | consertamento,,,acicalamento | arranjadela | arranjo
conserto,repair,NOUN,kõˈseɾtu,,con.ser.to,"Do latim consertu-, particípio passado de conserĕre, «juntar; ligar»",ato ou efeito de consertar; arranjo; remendo; remedeio,https://www.infopedia.pt/dicionarios/lingua-portuguesa/conserto,arranjo | correção | emenda,,asserto | desconserto | deserto,consertado | consertador | consertamento,,,acicalamento | arranjadela | arranjo
coro,blush,VERB,ˈkɔɾu,corar,co.ro,"Do grego khorós, «coro de dança», pelo latim choru-, «dança em coro»",dar cor a; tingir; branquear ao sol (roupa); fazer assomar as cores ao rosto de; tostar levemente pela ação do calor; disfarçar; ruborizar-se; envergonhar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/coro,,,antecoro | coscoro | decoro,,colo | goro | loro,,antecoro | antifoneiro | arquiclavo
coro,choir,NOUN,ˈkoɾu,,co.ro,"Do grego khorós, «coro de dança», pelo latim choru-, «dança em coro»","agrupamento de pessoas que atuam juntas, cantando em uníssono ou a várias vozes; composição musical para ser cantada por este conjunto de pessoas; trecho que se repete no final de cada estrofe (o termo aplica-se quer à música, quer ao texto); grupo de atores que declamam (e/ou cantam) em conjunto; conjunto de vozes ou sons; conjunto de pessoas que executam danças; nas igrejas, local destinado aos ofícios divinos e aos cânticos, situado em diversos lugares consoante a época (à frente do altar, sobre a porta de entrada principal, etc.); mentira; cada uma das nove hierarquias dos anjos",https://www.infopedia.pt/dicionarios/lingua-portuguesa/coro,,,antecoro | coscoro | decoro,,colo | goro | loro,,antecoro | antifoneiro | arquiclavo
corte,court,NOUN,ˈkoɾtɨ,,cor.te,Derivação regressiva de cortar,residência de um monarca e dos que com ele residem; conjunto de pessoas que residem na corte e rodeiam habitualmente um rei; séquito; círculo de aduladores; galanteio; assembleia dos representantes de uma nação; parlamento,https://www.infopedia.pt/dicionarios/lingua-portuguesa/corte,,,,corta-unhas | cortável | corta-vento,carte | coorte | corete,,arreia | carecada | cecotomia
corte,cut,NOUN|VERB,ˈkɔɾtɨ,cortar,cor.te,Derivação regressiva de cortar,"ato ou efeito de cortar, de fender, separar ou dividir por meio de um objeto cortante; abertura ou golpe feito com instrumento cortante; ferimento resultante de contacto com superfície ou instrumento cortante; gume de instrumento cortante; diminuição da quantidade ou da dimensão de algo; interrupção na continuidade de algo; supressão ou redução do efeito de algo; rompimento de uma relação; eliminação; forma assumida pelo cabelo, segundo o modo como foi tratado; operação que consiste em talhar o tecido segundo determinados moldes; forma de uma peça de roupa, segundo o modo como foi talhada; porção de pano necessária para fazer uma peça de vestuário; representação gráfica de uma secção plana do interior de um edifício, máquina, etc., feita com o objetivo de revelar a sua estrutura ou disposição interna; cada uma das três superfícies que se formam pela reunião das folhas de um livro fechado; indivíduo que estraga o prazer dos outros; pessoa que se nega a fazer algo com que se comprometera; interceção de passe ou remate feito por um jogador adversário; recinto onde se recolhe o gado; divisão de uma pocilga; separar ou dividir por meio de corte; dar um golpe ou fazer um corte em; ferir; talhar (peça de vestuário) de acordo com um molde; dividir em várias porções; gelar; passar no meio de; encurtar (caminho); suprimir algumas partes de (texto); roubar; interromper (uma ação ou um discurso); interromper a passagem de; suprimir; misturar com outro líquido; passar (parte selecionada de texto/imagem) para a área de transferência, removendo-a do documento ativo; fazer incisão; ter gume; dividir um baralho; ferir-se com instrumento cortante; temer | recuar | desistir; passar (o ano); festejar (o Ano Novo)",https://www.infopedia.pt/dicionarios/lingua-portuguesa/corte,,,,corta-unhas | cortável | corta-vento,carte | coorte | corete,,arreia | carecada | cecotomia
forma,mould,NOUN,ˈfoɾmɐ,,for.ma,"Do latim forma-, «idem»","molde sobre ou dentro do qual se cria alguma coisa que toma o seu feitio e as suas dimensões; peça de madeira que imita o pé, utilizada no fabrico de calçado; peça usada em chapelaria para moldar a copa do chapéu; copa do chapéu; armação interior de alguns chapéus; aro ou molde em que se aperta e espreme o queijo; tipo pronto para entrar na máquina de impressão",https://www.infopedia.pt/dicionarios/lingua-portuguesa/forma,,,,forjável | forjicado | forjicador,corma | farma | firma,,abadalar | abastionar | abobadar
forma,shape,NOUN|VERB,ˈfɔɾmɐ,formar,for.ma,"Do latim forma-, «idem»","conjunto dos limites exteriores de um objeto ou de um corpo que lhe conferem um feitio, uma configuração ou uma determinada aparência; objeto que se percebe de maneira confusa e cujas características não se consegue precisar; modo de expressão em obra plástica ou literária; modo; estado físico ou intelectual; palavras que acompanham um rito; realização concreta de algo; conjunto dos contornos exteriores de uma superfície ou de um sólido; disposição ordenada de tropas; estrutura; série de características fonológicas, gramaticais e lexicais das unidades linguísticas; cada uma das diversas realizações de uma unidade lexical; conjunto das formalidades que devem ser respeitadas quando se realiza um ato jurídico para que este tenha validade; princípio que determina a unidade e a essência de um ser; estruturas cognitivas inatas, isto é, independentes da experiência, impostas pelo pensamento à matéria do conhecimento, procedente da experiência; grupo de seres de uma espécie, em que se consideram caracteres específicos; modalidade de apresentação de um produto farmacêutico; estrutura de uma composição; contornos exteriores de uma pessoa; dar origem a; dar forma a; ter a forma de; conceber; constituir; organizar; fundar; transmitir valores a; transmitir conhecimentos que permitem exercer uma dada atividade; promover a formatura de; estabelecer; descrever; tomar forma; desenvolver-se; educar-se; fazer um curso universitário",https://www.infopedia.pt/dicionarios/lingua-portuguesa/forma,,,,forjável | forjicado | forjicador,corma | farma | firma,,abadalar | abastionar | abobadar
gosto,like,VERB,ˈgɔʃtu,gostar,gos.to,"Do latim gustu-, «idem»",achar (algo) agradável; achar saboroso; sentir prazer em; sentir simpatia ou afeição por (alguém); provar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/gosto,afeição | amor | apetite,,agosto | antegosto | contragosto,,agosto | costo | gasto,,acepipar | afrancesar | anagramatismo
gosto,taste,NOUN,ˈgoʃtu,,gos.to,"Do latim gustu-, «idem»",sentido pelo qual se percebe o sabor de qualquer coisa; sabor dos alimentos; capacidade de apreciação do valor estético de alguma coisa; elegância; cunho particular que um artista dá às suas produções; impressão ou prazer provocado por alguma coisa; agrado; critério; moda,https://www.infopedia.pt/dicionarios/lingua-portuguesa/gosto,afeição | amor | apetite,,agosto | antegosto | contragosto,,agosto | costo | gasto,,acepipar | afrancesar | anagramatismo
gozo,enjoy,VERB,ˈgɔzu,gozar,go.zo,"Do latim gaudĭu-, «satisfação; gozo», pelo castelhano gozo, «idem»",ter prazer em; tirar proveito de; rir-se de alguém,https://www.infopedia.pt/dicionarios/lingua-portuguesa/gozo,,,,,gazo | gobo | godo,,aiuá | aluguer | antegozo
gozo,enjoyment,NOUN,ˈgozu,,go.zo,"Do latim gaudĭu-, «satisfação; gozo», pelo castelhano gozo, «idem»",ato de gozar; satisfação material ou espiritual; motivo de divertimento; troça,https://www.infopedia.pt/dicionarios/lingua-portuguesa/gozo,,,,,gazo | gobo | godo,,aiuá | aluguer | antegozo
jogo,game,NOUN,ˈʒoɡu,,jo.go,"Do latim jocu-, «divertimento»","atividade lúdica executada por prazer ou recreio | divertimento | distração; atividade lúdica ou competitiva em que há regras estabelecidas e em que os praticantes se opõem, pretendendo cada um ganhar ou conseguir melhor resultado que o outro; em certos desportos, ocasião em que se defrontam dois jogadores ou equipas; série de regras a cumprir numa atividade lúdica ou competitiva; conjunto de peças que permitem a realização de uma atividade lúdica; videojogo; conjunto de peças que formam um todo; atividade em que, geralmente, se arrisca dinheiro ou outra coisa; vício de jogar; cada uma das partes em que se divide uma atividade lúdica ou competitiva; o que é distribuído a cada jogador para poder jogar; valor das peças ou cartas repartidas por cada jogador; dinheiro que se arrisca em cada lance | parada; conjunto de bilhetes da lotaria; maneira de jogar | técnica utilizada por jogador ou equipa; manejo de uma arma; movimento normal das peças de um mecanismo; zona do veículo onde se encontram as rodas; mecanismo de direção de um veículo; oscilação de um navio; série de movimentos harmoniosos e coordenados; articulação de partes de um todo com um efeito artístico; maneira como um artista tira proveito dos recursos técnicos do seu instrumento; atividade lúdica utilizada com objetivos terapêuticos; namoro por gestos e olhares; confronto de ideias ou planos em que se pretende conseguir vantagens; comportamento; troça | escárnio; manobra | manha; sessão pública em que decorrem atividades lúdicas e competitivas com a presença de espectadores; pedra redonda e lisa boleada pelas correntes dos rios; pedra que os rapazes atiram",https://www.infopedia.pt/dicionarios/lingua-portuguesa/jogo,,,,,fogo | gogo | joga,,apanha-galegos | busca-três | catazola
jogo,play,VERB,ˈʒɔɡu,jogar,jo.go,"Do latim jocu-, «divertimento»","participar em (atividade lúdica ou competitiva), seguindo determinadas regras; praticar com regularidade (modalidade desportiva); arriscar ao jogo; atirar | lançar | arremessar; movimentar, oscilando; manejar habilmente | manipular; expor à sorte | aventurar | arriscar; dizer subitamente; tomar parte numa atividade lúdica, por prazer ou recreio; participar numa atividade em que, geralmente, se arrisca dinheiro ou outra coisa; ter o hábito ou o vício de participar em atividades em que se arrisca dinheiro; mover-se, oscilando | oscilar | balancear; funcionar; combinar",https://www.infopedia.pt/dicionarios/lingua-portuguesa/jogo,,,,,fogo | gogo | joga,,apanha-galegos | busca-três | catazola
molho,bundle,NOUN,ˈmɔʎu,molhar,mo.lho,"Do latim *manuclu-, por manupŭlu-, por manipŭlu-, «molho; feixe»",punhado | feixe | braçado | paveia; conjunto de coisas agrupadas,https://www.infopedia.pt/dicionarios/lingua-portuguesa/molho,,,,,folho | malho | milho,,caril | chatíni | chicaca
molho,sauce,NOUN|VERB,ˈmoʎu,molhar,mo.lho,"Do latim *manuclu-, por manupŭlu-, por manipŭlu-, «molho; feixe»","preparado de consistência cremosa, geralmente à base de azeite, leite, farinha e ervas aromáticas, que se junta aos alimentos cozinhados para lhes realçar o sabor; líquido em que se refogam alimentos; preparado doce, com consistência de calda, usado para acompanhar sobremesas; pancadaria; meter em líquido; derramar líquido sobre; embeber; humedecer",https://www.infopedia.pt/dicionarios/lingua-portuguesa/molho,,,,,folho | malho | milho,,caril | chatíni | chicaca
olho,eye,NOUN,ˈoʎu,,o.lho,"Do latim ocŭlu-, «idem»","órgão da visão constituído pelo globo ocular, situado na órbita e ligado ao cérebro pelo nervo ótico; abertura com a forma deste órgão; furo ou buraco redondo; nascente de água; gota de gordura na superfície de um líquido; gomo vegetal que origina um ramo normal; orifício de uma ferramenta por onde se mete e prende o cabo; cavidade no pão ou no queijo; cada uma das cavidades relativamente grandes de uma massa esponjosa; parte central, ainda nova e tenra, de plantas hortícolas, como a couve; cuidado | atenção; tino; esperteza | finura",https://www.infopedia.pt/dicionarios/lingua-portuguesa/olho,argúcia | atenção | broto,,abrolho | caolho | cascarrolho,,alho | folho | lho,associação | auxílio | couve,anopsia | arrefiar | catrapiscar
olho,look,VERB,ˈɔʎu,olhar,o.lho,"Do latim ocŭlu-, «idem»",observar com atenção; considerar; ocupar-se de; reparar em; velar por; julgar; dispensar benevolência a; estar voltado para; estar mais elevado em relação a,https://www.infopedia.pt/dicionarios/lingua-portuguesa/olho,argúcia | atenção | broto,,abrolho | caolho | cascarrolho,,alho | folho | lho,associação | auxílio | couve,anopsia | arrefiar | catrapiscar
para,purpose,ADP,ˈpɐɾɐ,,pa.ra,"Do latim per ad, «por; para», pelo português antigo pera, «para»",introduz expressões que designam: 1. direção; estabelece uma relação entre quantidades,https://www.infopedia.pt/dicionarios/lingua-portuguesa/para,,,almiara | antepara | apara,,apara | jara | pira,,alicatão | anortear | aonde
para,stop,VERB,ˈpaɾɐ,parar,pa.ra,"Do latim per ad, «por; para», pelo português antigo pera, «para»","introduz expressões que designam: 1. direção; estabelece uma relação entre quantidades; interromper ou cessar o movimento ou a ação; (fazer) deixar de funcionar; (fazer) chegar ao fim; (fazer) não ter seguimento; estacionar; permanecer (em); chegar a (lugar, situação); estar; defender-se de (golpe, ataque); apostar ao jogo; residir; diminuir a intensidade de",https://www.infopedia.pt/dicionarios/lingua-portuguesa/para,,,almiara | antepara | apara,,apara | jara | pira,,alicatão | anortear | aonde
pelo,by_the,ADP,ˈpɨlu,,pe.lo,"Do latim pilu-, «idem»",,https://www.infopedia.pt/dicionarios/lingua-portuguesa/pelo,,,apelo | arrepelo | bongoluelo,pellet | pelletierina | pelmalgia,apelo | peplo | zelo,,arcorreia | arsenicismo | astrocentro
pelo,hair,NOUN,ˈpelu,,pe.lo,"Do latim pilu-, «idem»","cada um dos órgãos filiformes, de origem epidérmica, que revestem a superfície do corpo dos mamíferos; produção filiforme à superfície da pele de muitos animais; lanugem dos frutos; penugem",https://www.infopedia.pt/dicionarios/lingua-portuguesa/pelo,,,apelo | arrepelo | bongoluelo,pellet | pelletierina | pelmalgia,apelo | peplo | zelo,,arcorreia | arsenicismo | astrocentro
pelo,peel,VERB,ˈpɛlu,pelar,pe.lo,"Do latim pilu-, «idem»","tirar a pele, o pelo ou a casca a; tirar os haveres a (alguém), deixando-o ficar sem nada; escaldar; perder a pele, o pelo ou a casca; queimar-se ou escaldar-se",https://www.infopedia.pt/dicionarios/lingua-portuguesa/pelo,,,apelo | arrepelo | bongoluelo,pellet | pelletierina | pelmalgia,apelo | peplo | zelo,,arcorreia | arsenicismo | astrocentro
peso,weigh,VERB,ˈpɛzu,pesar,pe.so,"Do latim pensu-, «peso»","ter (um dado peso); causar tristeza, desgosto ou arrependimento (a); pôr na balança para verificar o peso de; avaliar com a mão o peso de; considerar; calcular as consequências, o resultado de; exercer influência (sobre); ser responsável (por); ter peso em excesso; exercer pressão; afligir",https://www.infopedia.pt/dicionarios/lingua-portuguesa/peso,apoquentação | apreensão | autoridade,,coeso | contrapeso | empeso,,geso | leso | meso,caro | carrega | conjunto,acurvar | alacar | alancar
peso,weight,NOUN,ˈpezu,,pe.so,"Do latim pensu-, «peso»","força resultante das ações da gravidade sobre os corpos (peso absoluto); objeto metálico aferido, utilizado como medida, nas pesagens feitas com certos tipos de balança; esfera metálica utilizada para arremesso, na modalidade do atletismo designada lançamento do peso; tudo o que exerce pressão; tudo o que carrega ou oprime; carga; unidade monetária de Argentina, Chile, Colômbia, Cuba, Filipinas, México, República Dominicana e Uruguai; influência; merecimento; importância; ónus; incómodo; opressão; mal-estar; preocupação; responsabilidade; motivo; força; porção; cuidado; sensatez",https://www.infopedia.pt/dicionarios/lingua-portuguesa/peso,apoquentação | apreensão | autoridade,,coeso | contrapeso | empeso,,geso | leso | meso,caro | carrega | conjunto,acurvar | alacar | alancar
porto,carry,VERB,ˈpɔɾtu,portar,por.to,"Do latim portu-, «idem»",levar; conduzir; haver-se; comportar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/porto,abra | abrigo | acolheita,,aeroporto | anteporto | desporto,,lorto | orto | porte,costa | embarcar | porto-alegrense,anteporto | aportada | aportar
porto,harbour,NOUN,ˈpoɾtu,,por.to,"Do latim portu-, «idem»",sítio de uma costa ou de um rio onde os navios podem fundear; lugar onde se embarca ou desembarca; lugar de descanso; refúgio; vinho do Porto,https://www.infopedia.pt/dicionarios/lingua-portuguesa/porto,abra | abrigo | acolheita,,aeroporto | anteporto | desporto,,lorto | orto | porte,costa | embarcar | porto-alegrense,anteporto | aportada | aportar
posto,post,VERB,ˈpɔʃtu,postar,pos.to,"Do latim vulgar postu-, por posĭtu-, «idem», particípio passado de ponĕre, «pôr; pôr de lado; afastar»","colocar-se; pôr-se de vigia; publicar mensagem ou comentário numa página de internet (em grupo de discussão, blogue, rede social, etc.); pôr (carta, encomenda, etc.) no correio",https://www.infopedia.pt/dicionarios/lingua-portuguesa/posto,cargo | colocado | depositado,,autoimposto | bem-disposto | bem-posto,,aposto | costo | gosto,,abalsado | abarrilado | bambudo
posto,station,NOUN,ˈpoʃtu,,pos.to,"Do latim vulgar postu-, por posĭtu-, «idem», particípio passado de ponĕre, «pôr; pôr de lado; afastar»","colocado; plantado; disposto; desaparecido (o Sol no ocaso); lugar que uma pessoa ou coisa ocupa com certa permanência; local em que está uma sentinela ou guarda de serviço; alojamento de tropas ou polícias; lugar fortificado, guarnecido de tropas; posição na hierarquia militar; dignidade; emprego; pequena instalação destinada a prestação rápida de socorros médicos ou de enfermagem; lugar que cada um deve ocupar no cumprimento das suas funções; lugar de venda",https://www.infopedia.pt/dicionarios/lingua-portuguesa/posto,cargo | colocado | depositado,,autoimposto | bem-disposto | bem-posto,,aposto | costo | gosto,,abalsado | abarrilado | bambudo
rego,furrow,NOUN,ˈʁeɡu,,re.go,"Do latim rigŭu-, «que rega»",vala por onde passa água; sulco feito no solo pelo ferro do arado; sulco que as rodas de carro deixam | rodeira; ruga na pele; sulco entre as nádegas ou entre os seios; risca do penteado,https://www.infopedia.pt/dicionarios/lingua-portuguesa/rego,arrepanho | caneiro | conduto,,burrego | cabeça-de-prego | carrego,regloscópio | regmaglipto | regmatogénio,grego | reg | reto,,açacaia | arregoado | assocar
rego,water,VERB,ˈʁɛɡu,regar,re.go,"Do latim rigŭu-, «que rega»","banhar com água (a terra, as plantas), irrigando ou aspergindo | irrigar; molhar; acompanhar com bebida; deitar molho, vinho, etc., por cima de (alimento); aldrabar; passar através de",https://www.infopedia.pt/dicionarios/lingua-portuguesa/rego,arrepanho | caneiro | conduto,,burrego | cabeça-de-prego | carrego,regloscópio | regmaglipto | regmatogénio,grego | reg | reto,,açacaia | arregoado | assocar
seco,dry,ADJ,ˈseku,,se.co,"Do latim siccu-, «idem»","privado de água ou de humidade; árido; que já não está verde; diz-se dos alimentos que se podem conservar; diz-se do fruto cujo pericarpo não é carnudo; designativo do pão duro ou que se come sem acompanhamento; diz-se do vinho que contém até 4 gramas por litro de açúcar residual; magro; ríspido; insensível; esgotado; baixio de areia que a vazante deixa a descoberto; géneros alimentícios que não são líquidos, como os cereais, feijão, etc.",https://www.infopedia.pt/dicionarios/lingua-portuguesa/seco,chupado | definhado | desabrido,,boquisseco | charrueco | malacueco,,leco | meco | peco,alimentação | alimento | fruto,cassequé | chuchado | estanquidade
seco,dry_vb,VERB,ˈsɛku,secar,se.co,"Do latim siccu-, «idem»",(fazer) perder a humidade ou água; deixar de correr; murchar; desidratar (-se); (fazer) deixar de fluir (uma secreção); cicatrizar; (fazer) definhar; (fazer) cessar; maçar (-se); desejar o insucesso de outrem; ressequir-se; evaporar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/seco,chupado | definhado | desabrido,,boquisseco | charrueco | malacueco,,leco | meco | peco,alimentação | alimento | fruto,cassequé | chuchado | estanquidade
sede,seat,NOUN,ˈsɛdɨ,,se.de,"Do latim sede-, «assento»","lugar onde alguém se pode sentar ou fixar; local onde funciona um tribunal, uma administração ou um governo; lugar onde se realiza um acontecimento; local onde uma instituição tem a sua direção ou administração; ponto onde se concentram certos factos ou fenómenos; assento de pedra fixo à parede, junto à janela, nas construções antigas; centro",https://www.infopedia.pt/dicionarios/lingua-portuguesa/sede,,,,,fede | rede | sebe,,abeberado | abrevar | adipsia
sede,thirst,NOUN,ˈsedɨ,,se.de,"Do latim sede-, «assento»",sensação causada pela necessidade de beber; avidez; ânsia,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sede,,,,,fede | rede | sebe,,abeberado | abrevar | adipsia
sobre,about,ADP,ˈsobɾɨ,,so.bre,"Do latim super, «idem»",em cima de | por cima de; acima de; acerca de; cerca de; ao longo de; na direção de; atrás de; após; num total de; um tanto; cobrado por,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sobre,,,,sobrar | sobrarco | sobrasado,cobre | dobre | nobre,,adernar | bracarologia | brial
sobre,leftover,VERB,ˈsɔbɾɨ,sobrar,so.bre,"Do latim super, «idem»",haver em excesso; ficar como resto | restar; ser mais que suficiente (para); ficar mais alto do que (outro),https://www.infopedia.pt/dicionarios/lingua-portuguesa/sobre,,,,sobrar | sobrarco | sobrasado,cobre | dobre | nobre,,adernar | bracarologia | brial
sobre,sail,NOUN,ˈsobɾɨ,,so.bre,"Do latim super, «idem»",em cima de | por cima de; acima de; acerca de; cerca de; ao longo de; na direção de; atrás de; após; num total de; um tanto; cobrado por,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sobre,,,,sobrar | sobrarco | sobrasado,cobre | dobre | nobre,,adernar | bracarologia | brial
tola,foolish,ADJ,ˈtolɐ,,to.la,De origem obscura,,https://www.infopedia.pt/dicionarios/lingua-portuguesa/tola,,,aiatola | aiola | bitola,,cola | pola | sola,,coió | patarata | patureba
tola,head,NOUN,ˈtɔlɐ,,to.la,De origem obscura,"espécie de turquês de madeira, usada pelos penteeiros; cabeça; árvore de grande porte, da família das Leguminosas, nativa da África ocidental, de que se extrai madeira de qualidade usada sobretudo no fabrico de mobiliário; essa madeira",https://www.infopedia.pt/dicionarios/lingua-portuguesa/tola,,,aiatola | aiola | bitola,,cola | pola | sola,,coió | patarata | patureba
torre,roast,VERB,ˈtɔʁɨ,torrar,tor.re,"Do latim turre-, «idem»",tornar seco e estaladiço por meio de calor | ressequir; dar uma cor acastanhada a; dar aparência de queimado a; bronzear intensamente; gastar desenfreadamente (dinheiro); tornar murcho,https://www.infopedia.pt/dicionarios/lingua-portuguesa/torre,arranha-céus | campanário | colosso,,,,porre | torpe | torr,boca | confusão | descendente,ababelado | alcorana | almenara
torre,tower,NOUN,ˈtoʁɨ,,tor.re,"Do latim turre-, «idem»","construção estreita, alta e fortificada, construída no passado principalmente para defesa da população em caso de guerra; construção de alvenaria, redonda ou angular, anexa à igreja, onde se suspendem os sinos; construção alta e estreita; prédio alto, geralmente destinado a habitação ou escritórios; posto de observação ou de comando; peça do jogo do xadrez com valor imediatamente inferior ao da rainha; parte elevada sobre a coberta dos navios onde se coloca a artilharia; estrutura blindada, superior, móvel, dos carros de combate que permite que a boca de fogo nela alojada possa fazer tiro em todas as direções; pessoa muito alta",https://www.infopedia.pt/dicionarios/lingua-portuguesa/torre,arranha-céus | campanário | colosso,,,,porre | torpe | torr,boca | confusão | descendente,ababelado | alcorana | almenara
