word,sense,pos,ipa,lemma,syllabification,etymology,definitions,url,sinonimos,traducoes,rimas,vizinhas,parecidas,relacionadas,pesquisa
escabelo,dishevel,VERB,ɨʃkɐˈbɛlu,escabelar,es.ca.be.lo,"Do latim scabellu-, «idem», diminutivo de scamnu-, «escano; escabelo»",proceder à escabela de; arrancar o pelo ou o cabelo a; desgrenhar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/escabelo,,,andrebelo | arrepia-cabelo | bongoluelo,,,,escano | hipopódio | preguiceiro
novelo,yarn_ball,NOUN,nuˈvelu,,no.ve.lo,"Do latim globellu-, diminutivo de globu-, «bola; globo»","bola formada de fio dobado e enrolado sobre si próprio; o que se enrola, assemelhando-se a essa bola; enredo; plantas da família das Hidrangeáceas, cultivadas nos jardins pela beleza das suas flores",https://www.infopedia.pt/dicionarios/lingua-portuguesa/novelo,embrulhada | enredo | grumo,,andarivelo | bongoluelo | camuelo,novelística | novelisticamente | novelístico,novel | novela | novelão,,anovelar | bagocho | bugacho
novelo,narrate,VERB,nuˈvɛlu,novelar,no.ve.lo,"Do latim globellu-, diminutivo de globu-, «bola; globo»",escrever novelas,https://www.infopedia.pt/dicionarios/lingua-portuguesa/novelo,embrulhada | enredo | grumo,,andarivelo | bongoluelo | camuelo,novelística | novelisticamente | novelístico,novel | novela | novelão,,anovelar | bagocho | bugacho
relevo,relief_terrain,NOUN,ʁɨˈlevu,,re.le.vo,Derivação regressiva de relevar,"ato ou efeito de relevar ou de fazer sobressair; saliência; forma escultural saliente sobre uma superfície que lhe serve de fundo; particularidade de gravura ou pintura em que determinadas figuras parecem ficar salientes, por causa das diferenças de profundidade que a perspetiva sugere; acidentes orográficos da superfície terrestre; evidência",https://www.infopedia.pt/dicionarios/lingua-portuguesa/relevo,destaque | evidência | proeminência,,alto-relevo | baixo-relevo | coevo,relevância | relevante | relevantemente,,,altibaixa | alto-relevo | anaglipto-
relevo,emphasize,VERB,ʁɨˈlɛvu,relevar,re.le.vo,Derivação regressiva de relevar,fazer sobressair | pôr em relevo; pintar em relevo; perdoar | desculpar | absolver; consentir; aliviar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/relevo,destaque | evidência | proeminência,,alto-relevo | baixo-relevo | coevo,relevância | relevante | relevantemente,,,altibaixa | alto-relevo | anaglipto-
aceno,nod,NOUN,ɐˈsenu,,a.ce.no,Derivação regressiva de acenar,"ato ou efeito de acenar; sinal com a cabeça, olhos ou mãos, para dar a entender o que se pretende; indício",https://www.infopedia.pt/dicionarios/lingua-portuguesa/aceno,acenamento | chamamento | convite,,antraceno | Holoceno | Oligoceno,,acejo | acenso | -ceno,,acenoso | ademane | meneio
aceno,beckon,VERB,ɐˈsɛnu,acenar,a.ce.no,Derivação regressiva de acenar,mostrar de longe; despertar o interesse (com) | aliciar; fazer alusão ou referência a,https://www.infopedia.pt/dicionarios/lingua-portuguesa/aceno,acenamento | chamamento | convite,,antraceno | Holoceno | Oligoceno,,acejo | acenso | -ceno,,acenoso | ademane | meneio
sopeso,heft,NOUN,suˈpezu,,so.pe.so,Derivação regressiva de sopesar,ato ou efeito de sopesar,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sopeso,,,coeso | contrapeso | empeso,,,,
sopeso,weigh_up,VERB,suˈpɛzu,sopesar,so.pe.so,Derivação regressiva de sopesar,tomar com a mão o peso de; sustentar o peso de; distribuir com regra e parcimónia; conter | refrear,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sopeso,,,coeso | contrapeso | empeso,,,,
empeno,warping,NOUN,ẽˈpenu,,em.pe.no,Derivação regressiva de empenar,ato de empenar | empenamento; torcedura causada na madeira pela humidade ou pelo calor; estorvo; dificuldade; diferença de contas,https://www.infopedia.pt/dicionarios/lingua-portuguesa/empeno,berbicacho | dificuldade | embaraço,,bieno | butadieno | licopeno,,empena | empenho | empeso,,desempenado | desempenar | empenamento
empeno,warp,VERB,ẽˈpɛnu,empenar,em.pe.no,Derivação regressiva de empenar,torcer ou curvar por efeito da humidade ou do calor; desviar-se da linha de prumo; criar penas; cobrir-se de penas; enfeitar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/empeno,berbicacho | dificuldade | embaraço,,bieno | butadieno | licopeno,,empena | empenho | empeso,,desempenado | desempenar | empenamento
desempeno,straightening,NOUN,dɨzẽˈpenu,,de.sem.pe.no,Derivação regressiva de desempenar,"ato ou efeito de desempenar (-se), de endireitar (-se); aplanação; régua usada para verificar a lisura de uma peça ou superfície; garbo; agilidade; à-vontade",https://www.infopedia.pt/dicionarios/lingua-portuguesa/desempeno,agilidade | aprumo | desenvoltura,,bieno | butadieno | empeno,desempenhabilidade | desempenhado | desempenhar,,,
desempeno,straighten,VERB,dɨzẽˈpɛnu,desempenar,de.sem.pe.no,Derivação regressiva de desempenar,tirar o empeno a; endireitar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/desempeno,agilidade | aprumo | desenvoltura,,bieno | butadieno | empeno,desempenhabilidade | desempenhado | desempenhar,,,
sossego,calm,NOUN,suˈseɡu,,sos.se.go,Derivação regressiva de sossegar,ato ou efeito de sossegar; aquilo que permite sossegar; ausência de agitação | tranquilidade | paz | quietude; repouso,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sossego,alívio | calma | conforto,,,,,,acalmação | acalmamento | acalmar
sossego,soothe,VERB,suˈsɛɡu,sossegar,sos.se.go,Derivação regressiva de sossegar,pôr ou ficar em sossego | aquietar (-se) | acalmar (-se) | serenar; livrar (-se) de preocupações,https://www.infopedia.pt/dicionarios/lingua-portuguesa/sossego,alívio | calma | conforto,,,,,,acalmação | acalmamento | acalmar
desassossego,disquiet,NOUN,dɨzɐsuˈseɡu,,de.sas.sos.se.go,Derivação regressiva de desassossegar,falta de sossego; inquietação; agitação,https://www.infopedia.pt/dicionarios/lingua-portuguesa/desassossego,agitação | alvoroço | excitação,,,,,,agitação | alvoroçamento | desassossegado
desassossego,disturb,VERB,dɨzɐsuˈsɛɡu,desassossegar,de.sas.sos.se.go,Derivação regressiva de desassossegar,tirar o sossego a; inquietar-se,https://www.infopedia.pt/dicionarios/lingua-portuguesa/desassossego,agitação | alvoroço | excitação,,,,,,agitação | alvoroçamento | desassossegado
esmero,meticulousness,NOUN,ɨʒˈmeɾu,,es.me.ro,Derivação regressiva de esmerar,ato ou efeito de esmerar ou esmerar-se; perfeição; cuidado extremo; correção,https://www.infopedia.pt/dicionarios/lingua-portuguesa/esmero,alinho | apuro | asseio,,,,,,abonecar | acuradamente | afiambrado
esmero,perfect,VERB,ɨʒˈmɛɾu,esmerar,es.me.ro,Derivação regressiva de esmerar,fazer com esmero; aperfeiçoar; aperfeiçoar-se; empregar todos os esforços,https://www.infopedia.pt/dicionarios/lingua-portuguesa/esmero,alinho | apuro | asseio,,,,,,abonecar | acuradamente | afiambrado
azedo,sour,ADJ,ɐˈzedu,,a.ze.do,"Do latim acētu-, «vinagre»","que tem o sabor particular do limão ou do vinagre; de gosto amargo; diz-se de alimento que se deteriorou por ter fermentado; ríspido; mal-humorado; diz-se de pessoa amargurada, de trato difícil; sabor semelhante ao do limão ou do vinagre; sabor amargo (sem açúcar); enchido transmontano, fumado e de travo azedo, feito em tripa grossa de porco com carne de porco e galinha, misturadas com pão, azeite, sal e um pouco de colorau, sendo também conhecido por alheira dos pobres, alheirão, chouriço azedo, chouriço de papas, gaiteiro ou palaio de pão",https://www.infopedia.pt/dicionarios/lingua-portuguesa/azedo,acerbo | acidez | acrimonioso,,aedo | samoiedo | trevo-azedo,azedinha-de-goiás | azedinha-do-brejo | azedinha-falsa,aedo | azado | azeda,,acerbo | acid- | acri-
azedo,turn_sour,VERB,ɐˈzɛdu,azedar,a.ze.do,"Do latim acētu-, «vinagre»","tornar (-se) azedo; envinagrar (-se); estragar(-se); irritar (-se); tornar (-se) difícil, complicado",https://www.infopedia.pt/dicionarios/lingua-portuguesa/azedo,acerbo | acidez | acrimonioso,,aedo | samoiedo | trevo-azedo,azedinha-de-goiás | azedinha-do-brejo | azedinha-falsa,aedo | azado | azeda,,acerbo | acid- | acri-
desempeço,riddance,NOUN,dɨzẽˈpesu,,de.sem.pe.ço,Derivação regressiva de desempeçar,ato ou efeito de desempecer; remoção do que estorva; alívio,https://www.infopedia.pt/dicionarios/lingua-portuguesa/desempe%C3%A7o,alívio | desafogo | desaperto,,,,,,
desempeço,free_up,VERB,dɨzẽˈpɛsu,desempeçar,de.sem.pe.ço,Derivação regressiva de desempeçar,,https://www.infopedia.pt/dicionarios/lingua-portuguesa/desempe%C3%A7o,alívio | desafogo | desaperto,,,,,,
desemperro,unjamming,NOUN,dɨzẽˈpeʁu,,de.sem.per.ro,Derivação regressiva de desemperrar,"ato ou efeito de desemperrar, de desfazer o emperramento; estado do que não está perro, do que se move, desliza ou articula sem dificuldade; desembaraço",https://www.infopedia.pt/dicionarios/lingua-portuguesa/desemperro,,,,,,,
desemperro,unjam,VERB,dɨzẽˈpɛʁu,desemperrar,de.sem.per.ro,Derivação regressiva de desemperrar,desfazer o emperramento de; tornar-se lasso,https://www.infopedia.pt/dicionarios/lingua-portuguesa/desemperro,,,,,,,
emperro,jam,NOUN,ẽˈpeʁu,,em.per.ro,Derivação regressiva de emperrar,,https://www.infopedia.pt/dicionarios/lingua-portuguesa/emperro,,,,empernicado | empernicar | emperrado,,,emperramento
emperro,stick,VERB,ẽˈpɛʁu,emperrar,em.per.ro,Derivação regressiva de emperrar,"tornar perro; dificultar ou impossibilitar o movimento ou a articulação de; obstar a; ficar parado, não podendo ou não querendo mover-se; não saber o que fazer ou dizer",https://www.infopedia.pt/dicionarios/lingua-portuguesa/emperro,,,,empernicado | empernicar | emperrado,,,emperramento
